book_id,isbn13,language_id,num_pages,publication_date,publisher_id,publisher_name_x,publisher_name_y,author,order_count,title
7199,9780764586682,1,128,2000-12-14,416,Cliffs Notes,Cliffs Notes,CliffsNotes,0,O'Brien's the Things They Carried
7200,9780764586712,1,112,2000-12-20,416,Cliffs Notes,Cliffs Notes,Erich Maria Remarque,1,CliffsNotes on Remarque's All Quiet on the Western Front
7200,9780764586712,1,112,2000-12-20,416,Cliffs Notes,Cliffs Notes,Susan Van Kirk,1,CliffsNotes on Remarque's All Quiet on the Western Front
7200,9780764586712,1,112,2000-12-20,416,Cliffs Notes,Cliffs Notes,CliffsNotes,1,CliffsNotes on Remarque's All Quiet on the Western Front
7201,9780764587245,1,240,2001-04-29,416,Cliffs Notes,Cliffs Notes,Nathaniel Hawthorne,0,Nathaniel Hawthorne's The Scarlet Letter
7201,9780764587245,1,240,2001-04-29,416,Cliffs Notes,Cliffs Notes,Karin Jacobson,0,Nathaniel Hawthorne's The Scarlet Letter
7202,9780764587252,1,192,2001-04-29,416,Cliffs Notes,Cliffs Notes,Michael McMahon,1,William Shakespeare's A Midsummer Night's Dream (Cliffs Complete)
7202,9780764587252,1,192,2001-04-29,416,Cliffs Notes,Cliffs Notes,CliffsNotes,1,William Shakespeare's A Midsummer Night's Dream (Cliffs Complete)
7203,9780764587269,1,240,2001-04-15,416,Cliffs Notes,Cliffs Notes,Mary Wollstonecraft Shelley,0,Mary Shelley‘s Frankenstein
7203,9780764587269,1,240,2001-04-15,416,Cliffs Notes,Cliffs Notes,Anca Munteanu,0,Mary Shelley‘s Frankenstein
7204,9780764587276,1,264,2001-05-01,999,Hungry Minds,Hungry Minds,Richard P. Wasowski,0,Mark Twain's Adventures of Huckleberry Finn
7204,9780764587276,1,264,2001-05-01,999,Hungry Minds,Hungry Minds,Mark Twain,0,Mark Twain's Adventures of Huckleberry Finn
7205,9780764596865,1,816,2006-08-15,987,Houghton Mifflin Harcourt,Houghton Mifflin Harcourt,Barbara Fairchild,0,The Bon Appetit Cookbook
7206,9780764804946,1,256,1999-05-10,1135,Liguori Publications,Liguori Publications,Joseph Gallagher,0,Modern Reader's Guide to Dante's the Divine Comedy
7207,9780764937101,1,32,2006-05-01,1578,Pomegranate Communications,Pomegranate Communications,Edward Gorey,0,The Twelve Terrors of Christmas
7207,9780764937101,1,32,2006-05-01,1578,Pomegranate Communications,Pomegranate Communications,John Updike,0,The Twelve Terrors of Christmas
7208,9780765191120,2,822,1997-10-01,1851,Smithmark Publishers,Smithmark Publishers,Patricia Cornwell,0,Three Complete Novels: Postmortem / Body Of Evidence / All That Remains (Kay Scarpetta  #1  #2  #3)
7209,9780765300355,2,717,2001-09-08,2000,Tor Books,Tor Books,Orson Scott Card,0,Legends
7209,9780765300355,2,717,2001-09-08,2000,Tor Books,Tor Books,Raymond E. Feist,0,Legends
7209,9780765300355,2,717,2001-09-08,2000,Tor Books,Tor Books,Stephen King,0,Legends
7209,9780765300355,2,717,2001-09-08,2000,Tor Books,Tor Books,Robert Silverberg,0,Legends
7209,9780765300355,2,717,2001-09-08,2000,Tor Books,Tor Books,George R.R. Martin,0,Legends
7209,9780765300355,2,717,2001-09-08,2000,Tor Books,Tor Books,Terry Goodkind,0,Legends
7209,9780765300355,2,717,2001-09-08,2000,Tor Books,Tor Books,Ursula K. Le Guin,0,Legends
7209,9780765300355,2,717,2001-09-08,2000,Tor Books,Tor Books,Robert Jordan,0,Legends
7209,9780765300355,2,717,2001-09-08,2000,Tor Books,Tor Books,Anne McCaffrey,0,Legends
7209,9780765300355,2,717,2001-09-08,2000,Tor Books,Tor Books,Tad Williams,0,Legends
7209,9780765300355,2,717,2001-09-08,2000,Tor Books,Tor Books,Terry Pratchett,0,Legends
7210,9780765304094,2,304,2006-10-31,2000,Tor Books,Tor Books,Piers Anthony,2,Stork Naked (Xanth  #30)
7211,9780765304742,1,370,2002-08-24,2000,Tor Books,Tor Books,Orson Scott Card,0,Children of the Mind (Ender's Saga  #4)
7212,9780765305114,1,624,2002-09-14,2000,Tor Books,Tor Books,Robert Jordan,0,The Dragon Reborn (The Wheel of Time  #3)
7213,9780765305244,1,587,2006-07-18,2000,Tor Books,Tor Books,Terry Goodkind,1,Phantom (Sword of Truth  #10)
7214,9780765305602,1,336,2003-04-05,1401,Orb Books,Orb Books,Orson Scott Card,0,Wyrms
7215,9780765306470,2,592,2004-07-01,2000,Tor Books,Tor Books,Brian Herbert,2,Dreamer of Dune: The Biography of Frank Herbert
7216,9780765308375,2,320,2003-07-18,728,Forge Books,Forge Books,Richard Matheson,0,7 Steps to Midnight
7217,9780765308405,1,675,2004-01-01,1401,Orb Books,Orb Books,Orson Scott Card,1,Maps in a Mirror: The Short Fiction of Orson Scott Card
7218,9780765308702,1,288,2004-01-01,2000,Tor Books,Tor Books,Richard Matheson,1,What Dreams May Come
7219,9780765309044,1,288,2006-01-24,1401,Orb Books,Orb Books,Orson Scott Card,1,Treason
7220,9780765309532,1,208,2003-12-05,2000,Tor Books,Tor Books,Cory Doctorow,0,Down and Out in the Magic Kingdom
7221,9780765309969,1,496,2006-10-31,1999,Tor,Tor,Juliet Marillier,1,Blade of Fortriu (The Bridei Chronicles  #2)
7222,9780765309983,2,512,2006-06-13,2000,Tor Books,Tor Books,,0,The Dark Mirror (The Bridei Chronicles  #1)
7223,9780765310453,2,223,2005-04-01,2000,Tor Books,Tor Books,Cory Doctorow,0,Eastern Standard Tribe
7224,9780765311405,1,385,2005-10-01,728,Forge Books,Forge Books,Richard Matheson,2,Noir: Three Novels of Suspense
7225,9780765311719,1,223,2005-04-16,2000,Tor Books,Tor Books,Logan Swanson,1,Earthbound
7225,9780765311719,1,223,2005-04-16,2000,Tor Books,Tor Books,Richard Matheson,1,Earthbound
7226,9780765311801,1,320,2006-11-28,2000,Tor Books,Tor Books,Jonathan Carroll,1,Glass Soup  (Vincent Ettrich  #2)
7227,9780765311856,1,267,2005-06-01,1401,Orb Books,Orb Books,Jonathan Carroll,0,Outside the Dog Museum (Answered Prayers  #4)
7228,9780765311863,2,304,2004-10-01,1401,Orb Books,Orb Books,Jonathan Carroll,0,Sleeping in Flame (Answered Prayers  #2)
7228,9780765311863,2,304,2004-10-01,1401,Orb Books,Orb Books,Dave McKean,0,Sleeping in Flame (Answered Prayers  #2)
7229,9780765312808,2,315,2006-05-30,2000,Tor Books,Tor Books,Cory Doctorow,2,Someone Comes to Town  Someone Leaves Town
7230,9780765312921,1,524,2006-08-22,2000,Tor Books,Tor Books,Brian Herbert,0,Hunters of Dune (Dune Chronicles  #7)
7230,9780765312921,1,524,2006-08-22,2000,Tor Books,Tor Books,Kevin J. Anderson,0,Hunters of Dune (Dune Chronicles  #7)
7231,9780765312938,2,494,2007-08-07,2000,Tor Books,Tor Books,Brian Herbert,1,Sandworms of Dune (Dune Chronicles #8)
7231,9780765312938,2,494,2007-08-07,2000,Tor Books,Tor Books,Kevin J. Anderson,1,Sandworms of Dune (Dune Chronicles #8)
7232,9780765313188,2,320,2005-08-01,1885,St. Martins Press-3PL,St. Martins Press-3PL,Mercedes Lackey,0,Children of the Night (Diana Tregarde  #2)
7233,9780765313195,2,335,2000-09-05,1885,St. Martins Press-3PL,St. Martins Press-3PL,Mercedes Lackey,1,Jinx High (Diana Tregarde  #3)
7234,9780765313409,1,331,2006-03-07,2000,Tor Books,Tor Books,Daniel Abraham,1,A Shadow in Summer (Long Price Quartet  #1)
7235,9780765314239,1,299,2007-06-26,2000,Tor Books,Tor Books,Blake Nelson,3,They Came from Below
7236,9780765314932,1,256,2006-08-08,2000,Tor Books,Tor Books,Robert A. Heinlein,0,Time for the Stars (Heinlein's Juveniles  #10)
7237,9780765315083,1,384,2006-10-03,728,Forge Books,Forge Books,Laura Florand,0,Blame It on Paris
7238,9780765316110,2,352,2006-11-28,2000,Tor Books,Tor Books,Orson Scott Card,0,Empire (Empire  #1)
7239,9780765316646,1,320,2006-10-31,2000,Tor Books,Tor Books,Gene Wolfe,0,Soldier of Sidon (Latro #3)
7240,9780765316929,2,301,2007-01-23,2000,Tor Books,Tor Books,Philip K. Dick,1,Voices From the Street
7241,9780765340214,1,224,2002-02-18,2002,Tor Fantasy,Tor Fantasy,Andrew J. Offutt,0,Conan: Sword of Skelos
7242,9780765341136,1,512,2004-02-01,2000,Tor Books,Tor Books,Thomas Harlan,0,Wasteland of Flint
7243,9780765341174,1,341,2001-09-17,727,Forge,Forge,Orson Scott Card,0,Sarah (Women of Genesis  #1)
7244,9780765341280,1,416,2012-03-27,727,Forge,Forge,Orson Scott Card,0,Rebekah (Women of Genesis  #2)
7245,9780765341297,5,368,2005-11-29,728,Forge Books,Forge Books,Orson Scott Card,0,Rachel & Leah (Women of Genesis  #3)
7246,9780765342409,1,469,2002-05-19,1892,Starscape,Starscape,Orson Scott Card,0,Ender's Shadow (The Shadow Series  #1)
7247,9780765342515,1,256,2002-09-16,2000,Tor Books,Tor Books,Frank Herbert,0,The Santaroga Barrier
7248,9780765342522,1,192,2002-09-16,2000,Tor Books,Tor Books,Frank Herbert,0,The Eyes of Heisenberg
7249,9780765342539,1,320,2002-09-16,2000,Tor Books,Tor Books,Frank Herbert,0,The Dosadi Experiment (ConSentiency Universe  #2)
7250,9780765343116,2,384,2006-10-01,2000,Tor Books,Tor Books,Piers Anthony,2,Pet Peeve (Xanth #29)
7251,9780765343260,1,608,2002-06-17,2000,Tor Books,Tor Books,Juliet Marillier,1,Son of the Shadows (Sevenwaters  #2)
7252,9780765344304,1,736,2004-06-01,2000,Tor Books,Tor Books,,0,Naked Empire (Sword of Truth  #8)
7253,9780765344724,2,289,2005-10-01,2000,Tor Books,Tor Books,S.E. Hinton,1,Hawkes Harbor
7254,9780765344953,2,1296,2002-09-16,2000,Tor Books,Tor Books,Orson Scott Card,0,Ender's Game Boxed Set: Ender's Game  Ender's Shadow  Shadow of the Hegemon
7255,9780765344977,1,352,2003-02-17,2003,Tor Science Fiction,Tor Science Fiction,Jack Williamson,0,Terraforming Earth
7256,9780765345011,1,596,2003-06-16,2000,Tor Books,Tor Books,Juliet Marillier,1,Child of the Prophecy (Sevenwaters  #3)
7257,9780765345516,1,769,2005-03-01,2002,Tor Fantasy,Tor Fantasy,J.V. Jones,2,A Cavern of Black Ice (Sword of Shadows  #1)
7258,9780765345707,2,256,2003-06-16,1892,Starscape,Starscape,David Lubar,1,In the Land of the Lawn Weenies and Other Warped and Creepy Tales (Weenies series  #1)
7259,9780765345905,1,544,2004-08-01,2000,Tor Books,Tor Books,Juliet Marillier,0,Wolfskin (Saga of the Light Isles  #1)
7260,9780765345912,1,560,2005-11-01,2002,Tor Fantasy,Tor Fantasy,,0,Foxmask (Saga of the Light Isles  #2)
7261,9780765346520,1,836,2003-04-14,2000,Tor Books,Tor Books,Terry Goodkind,1,Wizard's First Rule (Sword of Truth  #1)
7262,9780765347985,1,212,2004-09-01,1999,Tor,Tor,Orson Scott Card,0,First Meetings in Ender's Universe (Ender's Saga  #0.5)
7263,9780765348210,1,308,2005-05-01,2002,Tor Fantasy,Tor Fantasy,Charles Stross,1,The Family Trade (The Merchant Princes  #1)
7264,9780765348449,1,464,2004-01-05,1892,Starscape,Starscape,Charles Keegan,1,New Threads in the Pattern: The Great Hunt  Part 2 (Wheel of Time  #2-2)
7264,9780765348449,1,464,2004-01-05,1892,Starscape,Starscape,Robert Jordan,1,New Threads in the Pattern: The Great Hunt  Part 2 (Wheel of Time  #2-2)
7265,9780765348753,2,561,2007-03-06,2002,Tor Fantasy,Tor Fantasy,,1,The Dark Mirror (The Bridei Chronicles  #1)
7266,9780765349118,2,304,2006-05-02,2002,Tor Fantasy,Tor Fantasy,Mercedes Lackey,0,The Dragon Quintet
7266,9780765349118,2,304,2006-05-02,2002,Tor Fantasy,Tor Fantasy,Elizabeth Moon,0,The Dragon Quintet
7266,9780765349118,2,304,2006-05-02,2002,Tor Fantasy,Tor Fantasy,Marvin Kaye,0,The Dragon Quintet
7266,9780765349118,2,304,2006-05-02,2002,Tor Fantasy,Tor Fantasy,Orson Scott Card,0,The Dragon Quintet
7266,9780765349118,2,304,2006-05-02,2002,Tor Fantasy,Tor Fantasy,Michael Swanwick,0,The Dragon Quintet
7266,9780765349118,2,304,2006-05-02,2002,Tor Fantasy,Tor Fantasy,Tanith Lee,0,The Dragon Quintet
7267,9780765350503,1,587,2006-08-29,2002,Tor Fantasy,Tor Fantasy,Gene Wolfe,1,The Wizard (The Wizard Knight #2)
7268,9780765350985,2,404,2006-06-27,2000,Tor Books,Tor Books,Jacqueline Carey,2,Godslayer (The Sundering  #2)
7269,9780765352057,1,309,2006-05-02,2002,Tor Fantasy,Tor Fantasy,Charles Stross,0,The Hidden Family (The Merchant Princes  #2)
7270,9780765352392,1,96,2006-05-02,1892,Starscape,Starscape,William Sleator,0,Among the Dolls
7271,9780765353702,1,426,2006-08-29,2003,Tor Science Fiction,Tor Science Fiction,Kevin J. Anderson,1,The Road to Dune
7271,9780765353702,1,426,2006-08-29,2003,Tor Science Fiction,Tor Science Fiction,Frank Herbert,1,The Road to Dune
7271,9780765353702,1,426,2006-08-29,2003,Tor Science Fiction,Tor Science Fiction,Brian Herbert,1,The Road to Dune
7272,9780765354952,1,464,2005-08-01,2000,Tor Books,Tor Books,Lincoln Child,0,Reliquary (Pendergast  #2)
7272,9780765354952,1,464,2005-08-01,2000,Tor Books,Tor Books,Douglas Preston,0,Reliquary (Pendergast  #2)
7273,9780765356178,1,368,2006-10-03,2000,Tor Books,Tor Books,Christopher Priest,1,The Prestige
7274,9780765357663,1,240,2007-02-06,1892,Starscape,Starscape,David Lubar,0,Hidden Talents (Talents  #1)
7275,9780765600042,1,240,1998-05-21,1717,Routledge,Routledge,Robert W. Strayer,1,Why Did the Soviet Union Collapse?: Understanding Historical Change
7276,9780765804716,1,677,1980-01-01,214,Basic Books,Basic Books,James H. Billington,1,Fire in the Minds of Men: Origins of the Revolutionary Faith
7277,9780766144736,1,184,2003-04-07,1077,Kessinger Publishing,Kessinger Publishing,Arthur Edward Waite,2,Arthur Edward Waite's Quest of the Golden Stairs
7278,9780766184152,1,144,2004-03-05,1077,Kessinger Publishing,Kessinger Publishing,Paschal Beverly Randolph,0,EULIS! The History of Love
7279,9780766608283,5,189,2004-07-30,1283,Modern Publishing,Modern Publishing,,2,Frankenstein
7280,9780767900317,1,576,1998-06-15,325,Broadway Books,Broadway Books,David Simon,1,The Corner: A Year in the Life of an Inner-City Neighborhood
7280,9780767900317,1,576,1998-06-15,325,Broadway Books,Broadway Books,Edward Burns,1,The Corner: A Year in the Life of an Inner-City Neighborhood
7281,9780767900959,2,304,1999-04-06,863,Harmony,Harmony,Paul Pearsall,1,The Heart's Code: Tapping the Wisdom and Power of Our Heart Energy
7281,9780767900959,2,304,1999-04-06,863,Harmony,Harmony,Gary E. Schwartz,1,The Heart's Code: Tapping the Wisdom and Power of Our Heart Energy
7281,9780767900959,2,304,1999-04-06,863,Harmony,Harmony,Linda G. Russek,1,The Heart's Code: Tapping the Wisdom and Power of Our Heart Energy
7282,9780767901574,2,432,1998-06-15,863,Harmony,Harmony,Surya Das,1,Awakening the Buddha Within: Eight Steps to Enlightenment
7283,9780767902359,1,200,1999-06-01,863,Harmony,Harmony,Mark Epstein,0,Going to Pieces Without Falling Apart: A Buddhist Perspective on Wholeness
7283,9780767902359,1,200,1999-06-01,863,Harmony,Harmony,Charlie Conrad,0,Going to Pieces Without Falling Apart: A Buddhist Perspective on Wholeness
7284,9780767902519,1,276,1998-05-04,193,Bantam Doubleday Dell Publishing Group,Bantam Doubleday Dell Publishing Group,,0,A Walk in the Woods: Rediscovering America on the Appalachian Trail
7285,9780767902526,1,284,1999-05-04,325,Broadway Books,Broadway Books,,1,A Walk in the Woods: Rediscovering America on the Appalachian Trail
7286,9780767902809,2,291,1998-08-10,325,Broadway Books,Broadway Books,Frances Mayes,0,Under The Tuscan Sun - At Home In Italy
7287,9780767903820,1,304,2000-06-28,325,Broadway Books,Broadway Books,Bill Bryson,0,I'm a Stranger Here Myself: Notes on Returning to America After Twenty Years Away
7288,9780767903868,1,335,2001-05-15,325,Broadway Books,Broadway Books,Bill Bryson,0,In a Sunburned Country
7289,9780767904414,1,372,1999-09-01,325,Broadway Books,Broadway Books,Tim O'Brien,1,Northern Lights
7290,9780767904421,1,351,1999-09-01,327,Broadway/Crown Publishing Group,Broadway/Crown Publishing Group,Tim O'Brien,1,Going After Cacciato
7291,9780767904438,1,225,1999-09-01,325,Broadway Books,Broadway Books,Tim O'Brien,1,If I Die in a Combat Zone  Box Me Up and Ship Me Home
7292,9780767904612,1,240,2002-02-12,325,Broadway Books,Broadway Books,Mark Epstein,1,Going on Being: Buddhism and the Way of Change
7293,9780767905107,1,432,2002-10-08,1974,Three Rivers Press (CA),Three Rivers Press (CA),Quincy Jones,0,Q: The Autobiography of Quincy Jones
7294,9780767905206,1,368,2002-06-11,325,Broadway Books,Broadway Books,Jane Green,0,Mr. Maybe
7295,9780767906289,2,320,2007-12-18,325,Broadway Books,Broadway Books,Nick Cook,0,The Hunt for Zero Point: Inside the Classified World of Antigravity Technology
7296,9780767906722,1,757,2005-10-11,325,Broadway Books,Broadway Books,Mark Bittman,0,The Best Recipes in the World: More Than 1 000 International Dishes to Cook at Home
7297,9780767906890,1,288,2003-09-09,325,Broadway Books,Broadway Books,Albert Demeo,2,For the Sins of My Father: A Mafia Killer  His Son  and the Legacy of a Mob Life
7297,9780767906890,1,288,2003-09-09,325,Broadway Books,Broadway Books,Mary Jane Ross,2,For the Sins of My Father: A Mafia Killer  His Son  and the Legacy of a Mob Life
7298,9780767907439,2,336,2003-08-12,1974,Three Rivers Press (CA),Three Rivers Press (CA),Lee Fukui,0,Breaking Open the Head: A Psychedelic Journey Into the Heart of Contemporary Shamanism
7298,9780767907439,2,336,2003-08-12,1974,Three Rivers Press (CA),Three Rivers Press (CA),Daniel Pinchbeck,0,Breaking Open the Head: A Psychedelic Journey Into the Heart of Contemporary Shamanism
7299,9780767907804,1,358,2002-06-11,325,Broadway Books,Broadway Books,,3,Bookends
7300,9780767907811,1,368,2003-05-27,325,Broadway Books,Broadway Books,,1,Bookends
7301,9780767908184,1,544,2004-09-14,325,Broadway Books,Broadway Books,,1,A Short History of Nearly Everything
7302,9780767908207,1,224,2001-10-09,863,Harmony,Harmony,Christiane Northrup,0,Inconceivable: A Woman's Triumph Over Despair and Statistics
7302,9780767908207,1,224,2001-10-09,863,Harmony,Harmony,Julia Indichova,0,Inconceivable: A Woman's Triumph Over Despair and Statistics
7303,9780767909266,1,240,2002-09-10,325,Broadway Books,Broadway Books,Mark Bittman,1,The Minimalist Cooks at Home: Recipes That Give You More Flavor from Fewer Ingredients in Less Time
7304,9780767910439,1,256,2004-09-14,325,Broadway Books,Broadway Books,Bill Bryson,0,Bryson's Dictionary of Troublesome Words: A Writer's Guide to Getting It Right
7305,9780767911795,1,784,2005-12-27,325,Broadway Books,Broadway Books,Kurt Eichenwald,2,Conspiracy of Fools
7306,9780767912235,2,438,2003-05-27,325,Broadway Books,Broadway Books,,1,Babyville
7307,9780767912242,2,464,2004-03-23,325,Broadway Books,Broadway Books,,1,Babyville
7308,9780767912273,1,352,2005-03-01,325,Broadway Books,Broadway Books,Jane Green,2,To Have and to Hold
7309,9780767914222,5,288,2003-04-08,411,Clarkson Potter,Clarkson Potter,Jay Jacobs,1,La Cucina Di Lidia: Recipes and Memories from Italy's Adriatic Coast
7309,9780767914222,5,288,2003-04-08,411,Clarkson Potter,Clarkson Potter,Lidia Matticchio Bastianich,1,La Cucina Di Lidia: Recipes and Memories from Italy's Adriatic Coast
7310,9780767915069,1,55,2002-12-03,325,Broadway Books,Broadway Books,,0,Bill Bryson's African Diary
7311,9780767915304,1,272,2004-06-08,325,Broadway Books,Broadway Books,J. Maarten Troost,2,The Sex Lives of Cannibals: Adrift in the Equatorial Pacific
7312,9780767915694,1,384,2004-05-11,325,Broadway Books,Broadway Books,David Haynes,0,The Full Matilda
7313,9780767915748,1,304,2004-04-13,325,Broadway Books,Broadway Books,Sarah Macdonald,0,Holy Cow: An Indian Adventure
7314,9780767916035,1,222,2006-09-12,88,Anchor Books,Anchor Books,David Rakoff,2,Don't Get Too Comfortable: The Indignities of Coach Class  The Torments of Low Thread Count  The Never-Ending Quest for Artisanal Olive Oil  and Other First World Problems
7315,9780767916226,1,144,2003-10-28,325,Broadway Books,Broadway Books,Jean Shepherd,0,A Christmas Story
7316,9780767916912,2,368,2006-05-09,325,Broadway Books,Broadway Books,Jane Moore,0,Love @ First Site
7317,9780767919371,2,268,2007-09-25,325,Broadway Books,Broadway Books,Bill Bryson,1,The Life and Times of the Thunderbolt Kid: A Memoir
7318,9780767920094,1,304,2006-08-01,1293,Morgan Road Books,Morgan Road Books,Louann Brizendine,0,The Female Brain
7319,9780767920742,1,192,2006-02-14,1973,Three Rivers Press,Three Rivers Press,Lois Beckwith,0,The Dictionary of Corporate Bullshit: An A to Z Lexicon of Empty  Enraging  and Just Plain Stupid Office Talk
7320,9780767921695,2,228,2005-12-27,1974,Three Rivers Press (CA),Three Rivers Press (CA),Margaret Shepherd,1,The Art of Civilized Conversation: A Guide to Expressing Yourself with Style and Grace
7320,9780767921695,2,228,2005-12-27,1974,Three Rivers Press (CA),Three Rivers Press (CA),Sharon Hogan,1,The Art of Civilized Conversation: A Guide to Expressing Yourself with Style and Grace
7320,9780767921695,2,228,2005-12-27,1974,Three Rivers Press (CA),Three Rivers Press (CA),Penny Carter,1,The Art of Civilized Conversation: A Guide to Expressing Yourself with Style and Grace
7321,9780767921961,1,276,2006-09-05,863,Harmony,Harmony,Greg Behrendt,0,It's Called a Breakup Because It's Broken: The Smart Girl's Break-Up Buddy
7321,9780767921961,1,276,2006-09-05,863,Harmony,Harmony,Amiira Ruotola (-Behrendt),0,It's Called a Breakup Because It's Broken: The Smart Girl's Break-Up Buddy
7322,9780767922081,1,320,2006-07-11,1973,Three Rivers Press,Three Rivers Press,Lonn M. Friend,0,Life on Planet Rock: From Guns N' Roses to NIRVana  a Backstage Journey Through Rock's Most Debauched Decade
7323,9780767923064,1,351,2007-01-09,88,Anchor Books,Anchor Books,Karen Essex,0,Leonardo's Swans
7324,9780767923224,1,624,2005-11-01,325,Broadway Books,Broadway Books,,1,A Short History of Nearly Everything
7325,9780767926034,1,467,2006-03-28,325,Broadway Books,Broadway Books,,1,The Da Vinci Code
7326,9780768423488,1,256,2006-04-01,539,Destiny Image Incorporated,Destiny Image Incorporated,Jack Frost,0,Experiencing Father's Embrace
7327,9780770422455,1,288,1989-08-01,1781,Seal Books,Seal Books,L.M. Montgomery,0,A Tangled Web
7328,9780770422479,1,288,1988-06-01,1781,Seal Books,Seal Books,L.M. Montgomery,0,Pat of Silver Bush (Pat  #1)
7329,9780770429454,1,368,2005-10-04,1780,Seal,Seal,Diana Gabaldon,0,Lord John and the Private Matter (Lord John Grey  #1)
7330,9780770429911,1,688,2006-03-28,1781,Seal Books,Seal Books,P.D. James,0,A Certain Justice (Adam Dalgliesh  #10)
7331,9780771008740,1,368,2006-09-19,1227,McClelland & Stewart,McClelland & Stewart,,0,The Handmaid's Tale
7332,9780771014178,1,128,2002-05-10,1227,McClelland & Stewart,McClelland & Stewart,Maggie Black,2,The Jane Austen Cookbook
7332,9780771014178,1,128,2002-05-10,1227,McClelland & Stewart,McClelland & Stewart,Deirdre Le Faye,2,The Jane Austen Cookbook
7333,9780771065262,1,368,2008-11-19,1228,McClelland and Stewart,McClelland and Stewart,,1,The View From Castle Rock
7334,9780773491670,1,140,1992-01-01,630,Edwin Mellen Press,Edwin Mellen Press,Immanuel Kant,1,Critique of Pure Reason (Studies in the History of Philosophy)
7334,9780773491670,1,140,1992-01-01,630,Edwin Mellen Press,Edwin Mellen Press,Humphrey Palmer,1,Critique of Pure Reason (Studies in the History of Philosophy)
7335,9780778300854,1,400,2005-04-15,1270,Mira Books,Mira Books,,2,Monkey Business
7336,9780778320265,1,240,2004-02-23,1270,Mira Books,Mira Books,Sandra Brown,2,Above and Beyond
7336,9780778320265,1,240,2004-02-23,1270,Mira Books,Mira Books,Erin St. Claire,2,Above and Beyond
7337,9780778320890,1,575,2004-09-24,1270,Mira Books,Mira Books,Brenda Joyce,0,The Prize (deWarenne Dynasty  #4)
7338,9780778321583,1,240,2005-02-22,1270,Mira Books,Mira Books,Sandra Brown,0,Led Astray (Hellraisers  #1)
7338,9780778321583,1,240,2005-02-22,1270,Mira Books,Mira Books,Erin St. Claire,0,Led Astray (Hellraisers  #1)
7339,9780778321712,1,377,2005-04-26,1270,Mira Books,Mira Books,Anne Stuart,0,Black Ice (Ice  #1)
7340,9780778322276,1,360,2006-01-28,1270,Mira Books,Mira Books,Gloria Goldreich,0,Dinner with Anna Karenina
7341,9780778322733,1,363,2006-01-24,1268,Mira,Mira,Anne Stuart,0,The Devil's Waltz
7342,9780778322849,1,280,2006-02-28,1270,Mira Books,Mira Books,,0,A Secret Splendor
7343,9780778322948,1,491,2006-04-25,1270,Mira Books,Mira Books,Mary Alice Monroe,1,The Beach House (Beach House #1)
7344,9780778322993,1,568,2006-05-30,1270,Mira Books,Mira Books,David Liss,3,Thriller: Stories To Keep You Up All Night
7344,9780778322993,1,568,2006-05-30,1270,Mira Books,Mira Books,David Liparulo,3,Thriller: Stories To Keep You Up All Night
7344,9780778322993,1,568,2006-05-30,1270,Mira Books,Mira Books,Heather Graham,3,Thriller: Stories To Keep You Up All Night
7344,9780778322993,1,568,2006-05-30,1270,Mira Books,Mira Books,James Siegel,3,Thriller: Stories To Keep You Up All Night
7344,9780778322993,1,568,2006-05-30,1270,Mira Books,Mira Books,Grant Blackwood,3,Thriller: Stories To Keep You Up All Night
7344,9780778322993,1,568,2006-05-30,1270,Mira Books,Mira Books,M.J. Rose,3,Thriller: Stories To Keep You Up All Night
7344,9780778322993,1,568,2006-05-30,1270,Mira Books,Mira Books,J.A. Konrath,3,Thriller: Stories To Keep You Up All Night
7344,9780778322993,1,568,2006-05-30,1270,Mira Books,Mira Books,John Lescroart,3,Thriller: Stories To Keep You Up All Night
7344,9780778322993,1,568,2006-05-30,1270,Mira Books,Mira Books,Michael Palmer,3,Thriller: Stories To Keep You Up All Night
7344,9780778322993,1,568,2006-05-30,1270,Mira Books,Mira Books,Katherine Neville,3,Thriller: Stories To Keep You Up All Night
7344,9780778322993,1,568,2006-05-30,1270,Mira Books,Mira Books,Dennis Lynds,3,Thriller: Stories To Keep You Up All Night
7344,9780778322993,1,568,2006-05-30,1270,Mira Books,Mira Books,Eric Van Lustbader,3,Thriller: Stories To Keep You Up All Night
7344,9780778322993,1,568,2006-05-30,1270,Mira Books,Mira Books,Christopher Rice,3,Thriller: Stories To Keep You Up All Night
7344,9780778322993,1,568,2006-05-30,1270,Mira Books,Mira Books,James Rollins,3,Thriller: Stories To Keep You Up All Night
7344,9780778322993,1,568,2006-05-30,1270,Mira Books,Mira Books,Ted Bell,3,Thriller: Stories To Keep You Up All Night
7344,9780778322993,1,568,2006-05-30,1270,Mira Books,Mira Books,Christopher Reich,3,Thriller: Stories To Keep You Up All Night
7344,9780778322993,1,568,2006-05-30,1270,Mira Books,Mira Books,David Dun,3,Thriller: Stories To Keep You Up All Night
7344,9780778322993,1,568,2006-05-30,1270,Mira Books,Mira Books,Gregg Hurwitz,3,Thriller: Stories To Keep You Up All Night
7344,9780778322993,1,568,2006-05-30,1270,Mira Books,Mira Books,Denise Hamilton,3,Thriller: Stories To Keep You Up All Night
7344,9780778322993,1,568,2006-05-30,1270,Mira Books,Mira Books,Raelynn Hillhouse,3,Thriller: Stories To Keep You Up All Night
7344,9780778322993,1,568,2006-05-30,1270,Mira Books,Mira Books,F. Paul Wilson,3,Thriller: Stories To Keep You Up All Night
